review,rating,date
maintenan lama amat woiiiiii gila lu yaaa,1,2025-12-01 12:44:59
selalu error login gak bisa,5,2025-12-01 12:44:38
wonder ini knp sering sekali bermasalah sampai capek kita nasabah ini,4,2025-12-01 12:44:10
kok aplikasinya jelek banget.. mau masuk kok eror terus,1,2025-12-01 12:44:07
payahh gangguannya 1hari lebihh,1,2025-12-01 12:43:40
maintenance tanpa pemberitahuan,1,2025-12-01 12:43:14
luar biasa wondr BNI,5,2025-12-01 12:41:38
"min gimana ini kok gak bisa dibuka padahal kuota full, wifi juga sinyal full. kok gk bisa masuk😭 tulisannya tidak tersambung ke internet, gimana? uang ku disana semua, plis lagi merantau diluar negeri tolongg 😭😭",5,2025-12-01 12:41:15
"INI GMN SI DRI TADI SIANG MAU BUKA EROR MULU, GA CM GW DOANGG, HELLO KALO DILIAT LIAT BNI INI EMG BANYAK BGT MASALAHNYA DAN GA GERCEP PENANGANANNYA, CALL CENTER JG GA GUNA DIHUBUNGIN GA BISA BISA, INI EMG KALIAN MENYEPELEKAN NASABAH YAA??KAYA SEENAKNYA BGT KALO ADA PERBAIKAN TB TB BGT GD PENJELASAN SM SOLUSI, MUAK BGT SAMA BNIII",1,2025-12-01 12:40:29
Sering putus koneksi internet. Padahal internet normal.,1,2025-12-01 12:40:28
"jaringan saya oke tapi kok tetep nggak bisa di buka ya, sumpah ngeselin banget",3,2025-12-01 12:39:39
min kenapa tidak bisa di akses??,2,2025-12-01 12:39:01
"ini wonder parah amat dari siang gak bsa login kalau bukan intruksi perusahan pakai BNI, Males bgt pakai BNI",1,2025-12-01 12:38:25
"Uang digital gak bisa diambil semua, banyak kendala jelek busuk",1,2025-12-01 12:38:25
susah di verifikasi email terus aja balik lagi ke halaman login 🤦,2,2025-12-01 12:37:19
Kenapa aplikasi susah dibuka skrg ya? mulai hari ini tanggal 1 Desember 2025,2,2025-12-01 12:37:16
Apakah hari ini down?,1,2025-12-01 12:36:49
sampai hari ini masih sering error .. saya kan ada keperluan untuk bayar ini itu .. makin jelek aja. ngeselin banget,3,2025-12-01 12:36:42
kok error mulu jaringannya ey,2,2025-12-01 12:35:15
agak buruk apk nya mau masuk aja harus pakek wifi padahal saya udah pake data apa lagi pas masuk keluar lagi sangat buruk,1,2025-12-01 12:35:12
"erorr"" muluu nih aplikasiii, bukanya membantu mlh bikin susah",2,2025-12-01 12:34:46
banyak gangguan saya mau tarik gimna ada kendala apa nih,2,2025-12-01 12:33:49
1 Desember 2025 aplikasi kebanyakan error nya.. mending pakai BNI mobile lancar.,1,2025-12-01 12:33:37
Buset kalo Mantenen lama banget perbaikannya dari JM 1 siang Ampe sekarang susah buat transaksi niat perbaiki kaga!!!!!,1,2025-12-01 12:33:34
aplikasinya busuk. seharian error terus mau dipakai malah loading aja seharian mulai pagi smpe malem. jadi ga bisa buat transaksi.,1,2025-12-01 12:32:34
aplikasi yg sangat mudah utk semua transaksi. terima kasih wondr👍,5,2025-12-01 12:31:58
Ter baik,5,2025-12-01 12:31:51
"aplikasi kok eror terus.. masih bagusan yg dulu,..PARAH",2,2025-12-01 12:31:21
knpa aplikasi gk bisa dibuka....tulisanya tidak ada sinyal..suruh priksa koneksi internet..padahal kuota ada sinyal full..,3,2025-12-01 12:30:55
"huhuhu, ga ada daftar simpan buat pembayaran2 online. ga kaya aplikasin BNI yg lama udh ada daftar simpan tinggal buka aja",3,2025-12-01 12:30:38
"wonder bagus sih tapi bila mau cek rek koran kadang ada aja tulisan gak ada jaringan internet. padahal lainnya okok saja... mau cek saldo, transfer lecet, cek rek korannya lama tunggu tgl10...bagus yg lama.",4,2025-12-01 12:30:36
aplikasi tolol mau buka ga bisa padahal jaringan full,2,2025-12-01 12:30:14
"koneksi tidak ada masalah, tapi dapat notif tidak ada koneksi internet. Aplikasi apa sih, server sering down, nyusahin orang kalau transfer dengan nominal angka besar, dikit² ke close sendiri, fungsi qris kdang kgk jalan. Begini modelan bank nasional?? lucu nya, pelayanan jelek tapi minta rating 🌟 5. KOCAK!",1,2025-12-01 12:29:56
"Buruk, Aplikasi Terburuk",1,2025-12-01 12:29:46
Tiba-tiba butuh koneksi besar dan server error terus. Satu hari server error sudah cukup mencederai kepercayaan beberapa tahun. Karena perbankan butuh kepastian.,1,2025-12-01 12:29:43
mkin busuk aplikasi,1,2025-12-01 12:29:20
"makin gak karuan make wondr makin lemot,mending yg lama mudah dan cepat",1,2025-12-01 12:28:30
"apa ini, kok tiba tiba g ada internet jaringan eror pas hari gajian lagi😭tolonglah mana cs nya ha",3,2025-12-01 12:28:19
"kog bisa aplikasi down? astagaaa,,, bank besar lho iniii",3,2025-12-01 12:28:16
hari ini jaringan eror terus.mohon diperbaiki,4,2025-12-01 12:27:47
sudah terhubung internet pun masih ada notifikasi tidak terhubung internet,1,2025-12-01 12:27:41
kebanyakan masalah sering troble,1,2025-12-01 12:27:24
Sangat membantu ku 👍👍,5,2025-12-01 12:26:32
"Hi wonder BNI Kenapa sering serdown belakangan ini? saya mau Tf sulit sekali, dan jarak atm jauhnya gak kira-kira. tolong ya Min perbaiki",3,2025-12-01 12:26:03
lemot eror mulu ini woder,1,2025-12-01 12:25:10
kadang susah masuk aplikasinya,1,2025-12-01 12:24:59
"ngelag mulu, kalau perbaikan lama banget, mau transaksi jadi susah, gimana sih ini wondr woy",1,2025-12-01 12:24:45
"semakin kesini semakin gak jelas nih aplikasi,terlalu banyak problematic jaringan full 5G bisa bisanya mau login gak bisa malah muncul notif anda tidak terhubung ke internet, m.banking paling ribet sih menurutku,pelayanan sangat buruk",1,2025-12-01 12:24:45
Kukira bagus ni aplikasi.. tau y kaya ee,1,2025-12-01 12:24:36
aplikasi apa ini mau l0gin aja susah,1,2025-12-01 12:24:25
"MAKIN PARAH SEPARAHNYA WONDR BY BNI SEKARANG,,,, PARAHHHH",2,2025-12-01 12:23:45
woi bnerin aplikasi nya pada males amat bumn,1,2025-12-01 12:23:26
"apk jelek sering ngelek padahal jaringan internet baik dan jaringan data juga baik pas buka apk wondr katamya sambungkan ke jaringa , tidak afa koneksi lah parahhhhhhh",1,2025-12-01 12:23:17
ga bisa login....,3,2025-12-01 12:22:15
"apaan ini m-banking trouble seharian,,apk m-banking paling buruk",5,2025-12-01 12:22:06
kenapa sa'at ini wondr by bni tidak bisa login.. tolong alasan nya.. perbaikan apa yg sedang di lakukan,5,2025-12-01 12:21:55
hari sangat buruk sekali wondr nya,1,2025-12-01 12:21:42
erornya lama banget 01 12 2025,1,2025-12-01 12:21:37
aplikasi banyak bug,3,2025-12-01 12:21:36
sering tidak bisa di buka di saat genting,1,2025-12-01 12:21:25
mantap semangat terus salam sukses selalu,5,2025-12-01 12:20:18
"aplikasi banyak masalah,mau log in susah banget, selalu ada gangguan.perlu diupdatelah,lagi perbaikan,tidak tersambung diinternet pdahal diaplikasi lain lancar aja",1,2025-12-01 12:19:56
aplikasi bank lain paling cepet. ini lemot sekali padahal sinyalnya kuat,1,2025-12-01 12:18:55
"banyak drama perbaikannya, bikin transaksi jadi susah",1,2025-12-01 12:18:49
kok eror gimana min?,1,2025-12-01 12:18:22
trowble mulu dah app ini.....,3,2025-12-01 12:18:10
eror gangguan dari tadi siang belum beres²,3,2025-12-01 12:18:10
"jaringan bagus pas buka wondr malah gak bisa gak ada jaringan, jelek banget apk, nyusahin",1,2025-12-01 12:18:06
"sering skali tidak bisa login alasan nya slalu sama tim kami sedang perbaiki tim kami sedang perbaiki, tpi apa yang di perbaiki tidak kelar"", apk banking paling burik makin ksini",1,2025-12-01 12:18:00
jelek bngt deh wondr mending balikin aja ke mbngking lahh,1,2025-12-01 12:17:52
"aplikasi bagus, tapi kalau maintenance menyusahkan orang",2,2025-12-01 12:17:39
"pliss, kasih bintang satu aja buat kalian yang punya kendala gak bisa login ke wondr padahal jaringan bagus buka apk lain lancar sedang wondr ada pemberitahuan ada kendala jaringan,bikin orang susah mau ambil uang malah di giniin apalah..!",1,2025-12-01 12:17:36
banyak gangguanyaa,1,2025-12-01 12:17:20
"DEVELOPER WONDER / BNI, TOLONG LAH KALO ADA PERBAIKAN / DEPLOY APLIKASI ITU DIMALAM HARI, KAMI PENGGUNA APLIKASI MERASA TIDAK NYAMAN, MAU TRANSAKSI JADI TIDAK BISA... TOLONG DIPERHATIKAN YAA TERIMAKASIH..",1,2025-12-01 12:16:52
Kenapa jaringan bermasalah padahal untuk buka apk lain bisa,2,2025-12-01 12:16:37
sering ngedown :'),5,2025-12-01 12:16:34
"Kenapa ini ada perbaiki di waktu masih kita perlu menggunakan mbanking atau qris, mohon di perbaiki",2,2025-12-01 12:16:32
"ini kenapa ya aplikasi wonder seharian tidak bisa digunakan, selalu muncul tidak ada koneksi internet padahal jaringan internet bagus",2,2025-12-01 12:16:22
"apk parah, tekanan batin eror mulu,..!!!",1,2025-12-01 12:16:22
perbaikan telalu lama,2,2025-12-01 12:16:18
"aplikasi mbanking paling busuk! sering error ga jelas hampir seharian, bilangnya peningkatan kualitas padahal kualitas sama aja malah lebih buruk duuhh masak kalah sama apk e-wallet biasa",1,2025-12-01 12:15:37
"nomor telfon tiap 3 bulan sekali di teror terus di paksa ikut angsuransi yang tidak begitu penting dari BNI eh aplikasi tidak berfungsi dari pagi sampai malam, bank apaan ini",1,2025-12-01 12:15:25
"aplikasi ini sangat membantu hanya saja kurang dlm proses transaksi dimana saat kita benar"" butuh dana tpi aplikasinya diblok padahal TDK ada pelanggaran sama sekali😭😪",1,2025-12-01 12:14:57
lama bet update nya,1,2025-12-01 12:14:32
"makin susah di pake, mau transaksi susah, mau log in aja terkendala mending gausah pake wondr",1,2025-12-01 12:14:27
"Bagus, trouble seharian, tak ada statement resmi, transaksi gagal, keren wondr👍🏻",1,2025-12-01 12:13:40
mantap langsung di fix 👍🏼,5,2025-12-01 12:13:23
"ini kenapa si aplikasi, lagi urgent malah kgk bisa di buka, gk ada update gk apa, apk nya malah kgk bisa di buka, nyalahin jaringan, padahal aplikasi nya yang bermasalah",1,2025-12-01 12:13:21
"sering error, padahal data ada malah gak bisa kebuka pemberitahuan nya karna tidak ada data, gak jelas",1,2025-12-01 12:13:03
"makin jelek,sering gangguan",1,2025-12-01 12:12:48
"Aplikasi ga jelas sering kendala mulu, mending yang lama",1,2025-12-01 12:12:38
"sakit ini BNI bermasalah terus pas buka kuota jaringan oke, masih aja tulis periksa koneksi,",2,2025-12-01 12:12:23
knp ini gangguan jaringan mulu padahal data seluler aktf dan masih bnyak bolak balik gangguan mulu,2,2025-12-01 12:12:17
"parah seharian aplikasi ini, ngapa sih sering banget eror pas mau transaksi",1,2025-12-01 12:12:09
"kenapa selalu ada gangguan error pada jaringan ataupun aplikasi padahal jaringan di hp saya selalu lancar dan aman2 saja, tolong segera di perbaiki ya",3,2025-12-01 12:11:48
ga bisa dipakai seharian,1,2025-12-01 12:11:25
kenapa login susah ganguan,3,2025-12-01 12:11:22
ko bni sekrng ga bisa login sih jaringan internet mulu semua nya gitu ga sih,2,2025-12-01 12:11:14
"sering ada kendala, bikin ngga nyaman, aplikasi yang belum maksimal, tapi di paksakan, PARAH sekelas Bank besar masih sering error",1,2025-12-01 12:10:58
"Kenapa setiap mau masuk selalu error ya? Tulisannya ""koneksi jaringan buruk"". Sudah ganti jaringan data, wifi beberapa kali tapi kasusnya sama aja. Padahal jaringan aman bagus, kuota juga masih. Sampai install ulang juga sama aja. Kenapa ya?",4,2025-12-01 12:10:57
apaan nih jaringan bagus malah gk bisa di buka tolong di perbaiki lagi sistemnya,1,2025-12-01 12:10:10
"apk nya paraahhh,,sering error,,mendingan pake yg lama aja ,,,,,",2,2025-12-01 12:09:52
"gimana sih, mau TF susah bgt, sinyal katanya jelek , apaan make data full jaringan wifi jg lancar , jelek dari mana habis update g d update susah bgt login nya",2,2025-12-01 12:09:46
"app penting untuk mengatur keuangan seharusnya yang buat lebih jenius bukan seperti ini cuma merepotkan bagi penguna...masa mau login gak bisa katanya maaf jaringan kamu tidak terhubung ke internet padahal buka app lain aman"" saja bener"" lebih enak pake mbngking yang lama sebelum wonder",1,2025-12-01 12:09:29
"woe benerin lah apk lu eror mulu, nyusahin banget deh",3,2025-12-01 12:08:57
"tidak bisa login , muncul tulisan tim kami sedang perbaiki terus sudah berapa kali coba . padahal kuota aman, jaringan lancar . ada apa dengan wonder",1,2025-12-01 12:08:52
GANGGUAN TERUSSS!!!,1,2025-12-01 12:08:46
banyak gangguan lah aplikasi sampah,1,2025-12-01 12:07:51
Jadi tidak bersahabat,2,2025-12-01 12:07:12
"KESERINGAN SISTEM ERROR PLER, MANA GITU MOTONG SALDO GA ADA NOTIF.",1,2025-12-01 12:06:58
Lambat sering gangguan,1,2025-12-01 12:06:47
jijik pake wondr jaringan sering eror,1,2025-12-01 12:06:07
semoga tidak error trs ya,4,2025-12-01 12:05:48
sampai kapankah gangguan yg trjadi saat ini di (1 Desember 2025 )??????????????????????????????????????????????????????????????????????????????????????,3,2025-12-01 12:05:39
"MAKIN JELEK. SAYA MAU BAYAR PAKAI QRIS SELALU ADA TULISAN SEDANG ADA PERBAIKAN. ITUPUN BISA PAS AGAK LAMA DIKIT, JADI PANIK KAN KRN TAKUT GABISA BAYAR. INI SEKARANG MAU DIBUKA TULISANNYA PASTIKAN TERHUBUNG DENGAN INTERNET PADAHAL UDAH GANTI DARI WIFI KE DATA SAMA AJA. INI BUKTINYA ADA JARINGANNYA MAKANYA BISA MISUH2 SAYA DISINI. PERBAIKI DONG!",1,2025-12-01 12:05:29
aplikasi gajelas kebanyakan eror,1,2025-12-01 12:05:00
"aplikasinya diperbaiki deh, tiap masuk eror eror mulu. kemarin tf uang dari jaho ke bni malah ga masuk, gatau tuh duit kemana. padahal udah ada tulisan sukses dan no rek nya bener, jelek bangat apk nya",1,2025-12-01 12:04:51
aplikasi Mobank terburuk.,1,2025-12-01 12:04:50
jelek susah di akses kak tingkatkan lagi,2,2025-12-01 12:04:24
aplikasi ga guna.. sering kali error.. mending aplikasi yg lama mobile banking,1,2025-12-01 12:04:15
ini kenapa ya setelah saya update koq gak bisa login,3,2025-12-01 12:04:08
"Gak bisa di buka, eror Mulu",1,2025-12-01 12:04:06
"Maintenance kok di jam sibuk , mana lebih 12 Jam lagi 🙂",2,2025-12-01 12:02:50
suka eror padahal jaringan bagus,2,2025-12-01 12:02:47
enakan yang mobile banking.. ini banyak kendalanya sefong gak bisa di pakai nyesel jadinya pake wondr,1,2025-12-01 12:02:36
kenapa tak bisa di buka wonder nya ya padahal udah satu hari loh,2,2025-12-01 12:02:20
kok gas bisa dibuka LG.kita mau tranfer susah amat.bilang pula jaringan .apk dibuka mentok logo aja,3,2025-12-01 12:01:56
aneh lemot,3,2025-12-01 12:01:46
"kenapa waktu buka aplikasi sering error ""jaringan tidak terhubung"" tolong di perbaiki, terimakasih",5,2025-12-01 12:01:36
Wondernya klu gangguan terus hapus aja play store,1,2025-12-01 12:00:27
semenjak saya pakek wonder suka gangguan lelet..,1,2025-12-01 12:00:14
aplikasi sering eror ge. jauh ama BNI mobile,1,2025-12-01 11:58:21
knp wonder ini sangat jelek paket data ada tapi kok tidak ada internet pula kacau kacau ..tolong dong perbaiki lgi apk wondernya,1,2025-12-01 11:58:05
WONDER SEMAKIN KESINI SEMAKIN GAJELAS JARINGAN WIFI LANCAR KOK MINTA GAK BISA LOGIN,1,2025-12-01 11:57:54
"gangguan nya lama, jadi gabisa aktifitas, belum layak sih mending bni mobile",1,2025-12-01 11:56:11
"woooooiii ini kenapa ga bisa dibuka apk nya, disebut aga ada internet, udah jelas kuota full!",3,2025-12-01 11:56:05
"kenapa yah akhir tahun 2025 ini wonder jelek jaringannya, padahal bulan bulan penting .... jadi terkendala terus jaringan nya... itu juga tiap bulannya banyak sekali terpotong 15 ribu perbulanya apk lain ndak terlalu banyak begitu....",2,2025-12-01 11:55:59
tolong inj kenapa apk nya suka ngelag sama pas di tf malah ngelag alhasil saya kehilangan 3.000.000 dari rekening saya akibat apk nya yang jelek sekali,1,2025-12-01 11:55:03
"Aplikasi g jelas banget ad Msalah bukannya di perbaiki malah g di bener benerrin, mosok kuatku full buat buka ML, YouTube dan lain lain bisaa tapi kok ini buat buka aplikasi ini g bisaa, malah ad pemberitahuan koneksi g stabil kek atau apalah, pdhl buat main ML lancar lancar aja sama tiktokkan buat download juga kenceng, OON gimana aku mau ambil uangnya buat makan. tolong segera perbaiki yah kasian buat orang yg g ad kartu debitnya mau makan susah g bisa.",2,2025-12-01 11:55:00
"""kamu tidak tersambung ke internet"" ""ada sedikit kendala"" ini bukan sedikit kendala... ini banyak kendala...",1,2025-12-01 11:53:17
akhir akhir ini dalam tahap pengembangan mulu dan lambat kalau login,3,2025-12-01 11:52:03
ok ada kendala login harap di perbaiki,5,2025-12-01 11:51:50
tgl 1 desember 2025 mbanking saya kenapa ini?internet ada sinyal full tapi setiap dibuka muncul notif jaringan seluler tidak ada?ngikuti tutorial di youtube tetep masih saya mau clear chace mau apalah2 tetep aja g bisa.ini saya butuh penting cuk dancuk,1,2025-12-01 11:51:09
aplikasi ngelag mulu.,1,2025-12-01 11:50:37
pakai aplikasi baru wonder ininsering error dan lemot ngga kyk lama,1,2025-12-01 11:50:23
aman dan cepat untuk bertransaksi,5,2025-12-01 11:49:57
admin tolong ya aplikasinya makin lama makin jelek sering eror lah suka kluar sendiri lah. tolong ya min d perbaiki lagi aplikasinya🙏🙏,1,2025-12-01 11:49:13
"Nasabah Kecewa, Aplikasi nya Ga optimal,",1,2025-12-01 11:48:49
"satu ya bintangnya perbaikanny lamaaaaaaa trus pake kartu atmny jg ga bisa jd ga bisa apa2 uangny d wondr dan tmen saya ada yg tiba2 kluar sendiri dr wondr logout maintenance perbaikan tapi kenapa pas d klik aplikasi malah diarahkan cek internet sambungan databtidak ada pdhl udh pake wifi ,pake data sendri notifny masa tidak ada data internet",1,2025-12-01 11:48:32
jelek banget susah buat keperluan mendadak aneh apk eror terus gimana ini klo gini jd gak nyaman pake wonder bukan nya di bikin siple malah ribet erorlah kadang transaksi gagal ada aja masalah nya,3,2025-12-01 11:48:29
aplikasi ribett vermuk wajahh dan kedip mata beberapa kali gk berhasil2. mending bni yg lama.,1,2025-12-01 11:47:57
KOK GABISA DIBUKA APLIKASINYA,1,2025-12-01 11:47:32
kirim uang lebih cepat dan nyaman.,5,2025-12-01 11:47:12
Hari ini senin 01 desember 2025 dari pagi sampai malam aplikasinya error!!!!!! gimana ini katanya lebih baik dari BNI mobile banking yg dulu!!! nyatanya makin ancurrrr,1,2025-12-01 11:46:52
Wonder sering error gag ada kejelasan. buat transaksi semakin sulit,5,2025-12-01 11:46:50
aplikasi gajelas eror muluuu,1,2025-12-01 11:46:43
"Hai Wondr apakah bisa ada pemberitahuan ke SMS atau ke email? karena tadi saya malu banget mau bayar QRIS tbtb ada pemberitahuan ""silakan cek jaringan atau paket data atau wifi lalu coba lagi ya"". kuota internet saya masih 100GB tgl 13 desember, keadaan darurat udah malu ga bawa cash, akhirnya di tethring mbak kasir walopun lemot tapi bisa.",1,2025-12-01 11:46:13
"pas mau akses masuk nya Gk langsung respon, alias lambat, gk kaya mbanking BCA, pas mau akses masuk langsung respon, alias cepet",1,2025-12-01 11:46:02
"aplikasi gajelas nyusahin banyak orang!! aplikasi gabisa di buka ngestuck mulu jaringan tidak ada jelas-jelas jaringan wifi , kartu semua nya lancar saya pakai!! nyesel pakai aplikasi wonder!!!",1,2025-12-01 11:45:54
"WONDR BY BNI ini knapa sih,, setiap hari perbaikan tpi kualitas sama saja.. terganggu transaksi klu seperti ini..",3,2025-12-01 11:45:30
hari ini wondr BNI lagi banyak gangguan,5,2025-12-01 11:45:25
parah bangett dari pagi buka wonder ga bisa kecewa sii,3,2025-12-01 11:44:44
kok trobel nya belum selesai selesai sii,5,2025-12-01 11:44:35
jelek ga bisa d buka,1,2025-12-01 11:43:58
"seharian full eror sudah pakai wifi,jaringan seluler nggk bisa ,urgent mana jauh dari atm pula,tolong segera diperbaiki yang beginian .terimakasih",1,2025-12-01 11:41:17
Aplikasi paling buruk sedunia,1,2025-12-01 11:41:11
"ini bagaimana, apk tidak bisa di buka. ada uang yang mau saya gunakan.",1,2025-12-01 11:40:44
bni jelek gangguan terus,1,2025-12-01 11:40:25
"Tidak adanya notifikasi perbaikan aplikasi, hadehhhhh",1,2025-12-01 11:40:10
please aplikasinya sering eror parah banget tolong di perbaiki,3,2025-12-01 11:39:36
"Awalnya bagus, makin ke sini makin payah. Buka login aja susah bgt, terdeteksi jaringan internet, padahal buka aplikasi lain lancar, malah buka aplikasi m-bangkjng bank lain lancar aja. lihat ulasan ternyata bbrp mengalami kendala yg sama. Sayang bgt pdhl kyknya udah bikin aplikasi baru, promo gede2an ternyata malah yah gitulah.",2,2025-12-01 11:38:53
sering eror sistemnya dari server,4,2025-12-01 11:38:38
tidak rekomen lag terus,1,2025-12-01 11:37:58
aplikasi error trus uninstall trus install lagi.. bolak balik gitu terus gak bisa di pake ngerepotin keterangannya sinyal dan jaringan padahal bagus jaringannya,1,2025-12-01 11:37:28
"suka error mulu, transaksi jadi tertunda lama dan kadang tidak jarang gagal",3,2025-12-01 11:36:57
"aplikasi eror lebih dari 7 jam dan terus lanjut, tolong jangan eror lagi",1,2025-12-01 11:36:50
"ada apa dengan wonr bni, kok gak bisa di buka, sinyal full tapi masalah koneksi terus, mau apa apa jadi susah, tolong di bantu",5,2025-12-01 11:35:53
loading awal lama ... jago dan DANA ttep terbaik,1,2025-12-01 11:34:46
"tolong di perbaiki lg masa mau login nggak bisa dibilang nggak ada sinyal, nggak ada internet,padahal buka aplikasi lainnya lancar jaya , makin susah aja pake wonder",1,2025-12-01 11:34:34
"Mohon maaf min,ini aplikasi lagi perbaikan apa bagaimana kok tidak bisa di buka",3,2025-12-01 11:33:36
"Sering error, kadang melakukan transaksi saldo sudah berkurang tapi status belum berhasil",1,2025-12-01 11:32:35
Wah kok error terus,1,2025-12-01 11:32:27
ya tuhan parah bgt gk bisa masuk dari tadi,1,2025-12-01 11:30:53
"udah bolak balik uninstal krna mau masuk tba² kluar lagi, gituuu terussss",2,2025-12-01 11:30:51
"Sangat buruk suka gangguan, mobile bangking gk pernah gangguan",1,2025-12-01 11:30:40
"ini kenapa wondr kendala terus ya ga bisa dibuka, jaringan lah apalah padahal sinyal baik aja, org lagi butuh bgt jdi repot, tolong perbaiki dong",2,2025-12-01 11:29:41
sering erorrrrrrrrrrr,1,2025-12-01 11:29:39
"apk nya error masalah jaringan terus, padahal paket full",1,2025-12-01 11:29:38
"dari sejak m banking bni susah masuk, beralih ke wonder, eh wonder jg skrg susah masuk mulu bilangnya lg perbaikan lah, gk ada koneksi lah, ini bni maunya apa ya? kenapa pelayanan mobile nya begini?? coba balik ke bni mobile banking lg ternyata blm bener jg, dr dlu blm kelar² tuh perbaikan, masih blm bisa masuk jg.. capedeehh",2,2025-12-01 11:29:28
makin lemot gak jelas,1,2025-12-01 11:29:09
"aplikasinya berat, sering error",1,2025-12-01 11:29:09
minta tolong jgn eror dong,5,2025-12-01 11:29:03
"jelek apk wonder,sering bget error",1,2025-12-01 11:28:18
"error mulu heran dah, maintenance kok pas jam sibuk",1,2025-12-01 11:27:50
kenapa hari ini apk susah banget dibuka padahal butuh banget kalo pas awal bulan kaya gini,5,2025-12-01 11:27:38
untuk development apk wondr. perubahan apk BNI ke wonder seharusnya ada peningkatan kwalitas dari semua menu. tapi kenapa malah menjadi penurunan. mohon diperbaiki,1,2025-12-01 11:27:25
eror gk bisa dibuka,1,2025-12-01 11:27:22
"sering gangguan, mau transaksi susah",3,2025-12-01 11:27:15
"apk apa ini, jaringan sudah bagus malah tidak bisa masuk..👎",1,2025-12-01 11:27:04
"sangat2 slow respon, transaksi qris ga masuk ke toko tapi terpotong saldonya.gilirin di laporkan suruh nunggu 20 hari kerja",1,2025-12-01 11:26:56
Lama banget error nya,1,2025-12-01 11:26:24
tanggal 1 Desember 2025 jelek kualitas nya,1,2025-12-01 11:26:23
"aplikasi paling gak jelas gangguan terus, gak bisa banget ya buat lebob optimal gitu dari sisi peforma dan kecepatan aplikasi diperbiki",1,2025-12-01 11:26:12
tambah kesini tambah kesono.... bukannya semakin bagus malah semakin ruwet nih aplikasi 🤣🤣,2,2025-12-01 11:26:04
sengaja kasih bintang lima biar di baca bni parah makin kesini makin gak jelas gak bisa masuk internet gak stabil terus padahal jaringan bagus,5,2025-12-01 11:26:03
aplikasi bego,1,2025-12-01 11:25:48
aplikasi gak mutu,1,2025-12-01 11:25:47
mantap tap,5,2025-12-01 11:25:04
gilaa suka bgt error dan tbtb gabisa dibuka,3,2025-12-01 11:24:49
aplikasi gajelas eror mulu,1,2025-12-01 11:24:28
aplikasi makin jelek,1,2025-12-01 11:24:22
aplikasi ga bisa di buka nih hadeeee,1,2025-12-01 11:23:46
kadang suka eror,5,2025-12-01 11:23:44
APLIKASI SAMPAH 1.12.25 awal bulan hari senin aplikasi ga bisa dipake. lawak bener aplikasinya,1,2025-12-01 11:23:43
wondr lagi ganguan kah?,1,2025-12-01 11:22:44
gangguan mulu ni lagi urgent,2,2025-12-01 11:22:27
"aplikasi nya kenapa susah dipake, padahal sinyal bagus. ribet",3,2025-12-01 11:22:01
knpa wonder akhir2 ini lemot Min?,3,2025-12-01 11:20:53
"aplikasi yg buruk,buat loqin susah bngt,pdahal sinyal sdh bgus",2,2025-12-01 11:20:48
"Ini jadi kenapa sih Eror mulu""Maaf Tim kami"" Mulu bagusan Yg lama lah.Moga Di Perbaiki Lagi,kalau gini gak tau lagi ini Ya",3,2025-12-01 11:20:44
"susaahh masuknya, gada jaringan mulu padahal MBank bank lain jalan lancar, bagusan app yg lama",1,2025-12-01 11:20:43
laso kau ini sering gangguan kau punya aplikasi,1,2025-12-01 11:20:42
tolong klo mau mantanace tolong di infokan ke seluruh nasabah,5,2025-12-01 11:20:09
"ok , sangat membantu..",5,2025-12-01 11:19:26
"dua hari ini gak bisa masuk aplikasi alasan karena jaringan buruk, pas udah login malah lelet dan gak bisa lihat buka menu2 nya. Padahal pake apk sebelah lancar jaya aja..",1,2025-12-01 11:19:21
"terlalu sering gangguan, jika sedang MT infokan kekami jgn ksih keterangan tidak tersambung internet , sudah beli kuota lgi tau nya MT, mohon pelayannya di tingkatkan",2,2025-12-01 11:19:11
makin gak bener ni aplikasi. sering eror . skg tgl 1 des 25 dr pagi tidak bisa di buka . bikin susah pelanggan saja. udh buang aja ganti yg dl aja kl aplikasi gk jelas gini,1,2025-12-01 11:19:06
"error dari sore ngga bisa2, mana nyalahin jaringan!!",1,2025-12-01 11:19:01
kadang susah di buka dan ada notifikasi tidak tersambung ke internet.,1,2025-12-01 11:18:53
"data di hp saya bnyk loh kok masih ada pemberitahuan tdk dapat terhubung pas coba buka aplikasi lain malah lancar""aja",1,2025-12-01 11:18:50
aplikasi yang sering bermasalah...sering eror.. lambat penanganan.sangat mengecewakan!!.padahal sinyal bagus tetapi tertulis tidak ada terhubung jaringan..aplikasi apa ini?,1,2025-12-01 11:18:35
"Kagak bisa dibuka, mau bayar suka berkendala",1,2025-12-01 11:18:21
aplikasi sering bug .,3,2025-12-01 11:17:47
lemot bgtt si apk nyaa pdhl sinyal wifi kencenggggg,1,2025-12-01 11:17:27
"Payah kebanyakan error nya, mana error nya di tanggal gajian 👎",1,2025-12-01 11:17:27
kenapa sih sering banget eror😡😡,3,2025-12-01 11:16:49
gak bisa login boss,1,2025-12-01 11:16:36
"knpa gini yah wonder. sering banget eror. tolong di perbaiki lagi kedepannya, yang pake wonder itu banyak banget loh tapi kok kualitasnya gini amat dah",1,2025-12-01 11:16:31
Terlalu sering eror,3,2025-12-01 11:16:22
Apliaksi ra.jelas,1,2025-12-01 11:16:20
memudahkan costumer,5,2025-12-01 11:15:57
